BEGINN_DATUM;BEGINN_UHRZEIT;ENDE_DATUM;ENDE_UHRZEIT;NETZREGION;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE
20.06.2017;09:00;20.06.2017;13:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;125;200;500;TenneT DE;TenneT DE & APG;Heyden
20.06.2017;09:45;20.06.2017;19:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;175;200;1620;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge
20.06.2017;10:00;20.06.2017;19:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;441;659;3970;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schwarze Pumpe
20.06.2017;10:00;20.06.2017;18:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;558;800;4460;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Lippendorf (EnBW),Schkopau
20.06.2017;10:00;20.06.2017;18:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;54,5;98;436;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland
20.06.2017;10:00;20.06.2017;18:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;54,88;99;439;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland
20.06.2017;10:00;20.06.2017;18:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;103;125;824;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Westfalen
20.06.2017;10:30;20.06.2017;17:30;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;400,71;470;2805;Amprion;TenneT DE;Gundremmingen
20.06.2017;11:00;20.06.2017;12:45;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;175;TenneT DE;TenneT DE & APG;Staudinger 5
20.06.2017;11:30;20.06.2017;17:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;30;30;165;Amprion;TenneT DE;Emsland
20.06.2017;12:00;20.06.2017;23:30;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;73,26;75;842,5;TransnetBW;TransnetBW;Vorarlberger Illwerke AG
20.06.2017;12:00;20.06.2017;15:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;195;195;585;50Hertz;TenneT DE;Markesbach
20.06.2017;14:15;20.06.2017;18:15;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;165;280;660;TenneT DE;TenneT DE & APG;Zolling 5
20.06.2017;17:00;20.06.2017;21:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;400;400;1600;TransnetBW;50Hertz & TenneT DE;Vorarlberger Illwerke AG
20.06.2017;17:00;20.06.2017;21:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;400;400;1600;50Hertz;50Hertz & TenneT DE;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schwarze Pumpe
21.06.2017;06:15;22.06.2017;00:00;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;68,31;70;1212,5;TransnetBW;TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2
21.06.2017;06:15;22.06.2017;00:00;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;68,31;70;1212,5;TransnetBW;TransnetBW;Vorarlberger Illwerke AG
21.06.2017;08:00;21.06.2017;19:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;318;465;3500;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5
21.06.2017;08:45;21.06.2017;17:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;132;175;1089;TenneT DE;TenneT DE & APG;Farge
21.06.2017;09:00;21.06.2017;17:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;77;125;612;TenneT DE;TenneT DE & APG;Staudinger 5
21.06.2017;09:00;21.06.2017;17:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;77;125;612;TenneT DE;TenneT DE & APG;Heyden
21.06.2017;10:00;21.06.2017;13:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;227;340;680;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Schwarze Pumpe
21.06.2017;10:00;21.06.2017;17:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;470;470;3290;Amprion;TenneT DE & APG;Gundremmingen
21.06.2017;10:00;21.06.2017;19:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;328;1798;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum
21.06.2017;10:00;21.06.2017;17:30;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;172;225;1286;TenneT DE;TenneT DE & APG;Wilhelmshaven (ENGIE)
21.06.2017;11:00;21.06.2017;17:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;451;713;2706;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schwarze Pumpe
21.06.2017;11:00;21.06.2017;17:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;1200;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Schkopau
21.06.2017;11:00;21.06.2017;18:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;42,57;67;298;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Hamm Uentrop
21.06.2017;11:00;21.06.2017;18:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;86;90;604;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden
22.06.2017;00:00;22.06.2017;01:00;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;55;55;55;TransnetBW;TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2
22.06.2017;00:00;22.06.2017;01:00;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;55;55;55;TransnetBW;TransnetBW;Vorarlberger Illwerke AG
22.06.2017;05:00;22.06.2017;12:45;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;167;330;1292;TenneT DE;TenneT DE & APG;Wilhelmshaven (ENGIE)
22.06.2017;05:30;22.06.2017;08:30;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;300;750;TenneT DE;TenneT DE & Amprion;Wilhelmshaven (Uniper)
22.06.2017;06:00;22.06.2017;08:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;400;TransnetBW;Amprion;Vorarlberger Illwerke AG
22.06.2017;06:00;22.06.2017;08:30;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;79;100;198;TenneT DE;TenneT DE & Amprion;SW Muenchen KW-Pool
22.06.2017;06:15;22.06.2017;22:30;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;54,38;55;883,75;TransnetBW;TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2
22.06.2017;06:15;22.06.2017;22:30;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;54,38;55;883,75;TransnetBW;TransnetBW;Vorarlberger Illwerke AG
22.06.2017;08:00;22.06.2017;18:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;212;440;2120;TenneT DE;TenneT DE & APG;Mehrum
22.06.2017;09:00;22.06.2017;18:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;656;950;5905;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Lippendorf (EnBW),Schwarze Pumpe
22.06.2017;09:00;22.06.2017;19:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;536;1040;5356;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schwarze Pumpe
22.06.2017;09:00;22.06.2017;15:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;47,5;70;285;Amprion;TenneT DE & APG;Weisweiler
22.06.2017;09:00;22.06.2017;15:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;47,5;70;285;Amprion;TenneT DE & APG;Weisweiler
22.06.2017;09:00;22.06.2017;14:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;146;200;730;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5
22.06.2017;09:00;22.06.2017;12:30;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;93;200;325;TenneT DE;TenneT DE & APG;Farge
22.06.2017;09:00;22.06.2017;19:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;227;500;2268;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE)
22.06.2017;09:30;22.06.2017;13:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;91;110;318;TenneT DE;TenneT DE & APG;Zolling 5
22.06.2017;10:00;22.06.2017;17:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;263;366;1839;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf (EnBW)
22.06.2017;10:00;22.06.2017;18:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;253;255;2023;50Hertz;TenneT DE & APG;Rostock
22.06.2017;11:45;22.06.2017;14:45;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;157;220;470;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge
22.06.2017;11:45;22.06.2017;14:15;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;171;260;428;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum
22.06.2017;13:00;22.06.2017;17:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;51,25;100;205;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland
22.06.2017;13:00;22.06.2017;14:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;20;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weisweiler
22.06.2017;13:00;22.06.2017;17:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;51,25;100;205;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland
22.06.2017;13:00;22.06.2017;14:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;260;260;260;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Stummhafen
22.06.2017;13:00;22.06.2017;14:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;60;60;60;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Scholven
22.06.2017;13:00;22.06.2017;14:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;20;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weisweiler
22.06.2017;16:30;22.06.2017;23:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;269;300;1750;TenneT DE;TenneT DE & Amprion;Wilhelmshaven (ENGIE)
22.06.2017;17:00;22.06.2017;23:00;Grenzregion RZ Amprion - RZ TenneT NL;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;300;300;1800;TransnetBW;Amprion;Vorarlberger Illwerke AG
22.06.2017;17:00;23.06.2017;00:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;886;1410;6205;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Lippendorf (EnBW),Schwarze Pumpe
22.06.2017;17:15;22.06.2017;23:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;241;250;1388;TenneT DE;TenneT DE;Wilhelmshaven (Uniper)
22.06.2017;18:00;22.06.2017;21:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;226,67;250;680;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
22.06.2017;22:00;23.06.2017;00:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;281,75;370;563,5;TransnetBW;Amprion;Vorarlberger Illwerke AG
22.06.2017;22:00;23.06.2017;00:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;40;40;80;Amprion;TenneT DE & Amprion;Voelklingen HKV
22.06.2017;22:00;23.06.2017;00:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;40;40;80;Amprion;TenneT DE & Amprion;Herne
22.06.2017;22:00;23.06.2017;00:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;349;500;698;TenneT DE;TenneT DE & Amprion;Wilhelmshaven (Uniper)
22.06.2017;23:00;23.06.2017;00:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;200;50Hertz;50Hertz;Lippendorf Vattenfall (EPH)
22.06.2017;23:00;23.06.2017;00:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;200;50Hertz;50Hertz;Schwarze Pumpe
22.06.2017;23:00;23.06.2017;00:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;50;50;50;Amprion;TenneT DE & Amprion;Scholven
22.06.2017;23:15;23.06.2017;00:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;136;164;102;TenneT DE;TenneT DE & Amprion;Wilhelmshaven (ENGIE)
23.06.2017;00:00;23.06.2017;17:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;130;2210;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg,Jaenschwalde,Schwarze Pumpe
23.06.2017;00:00;23.06.2017;06:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;217;225;1300;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Schwarze Pumpe
23.06.2017;00:00;23.06.2017;05:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;500;50Hertz;TenneT DE;Jaenschwalde
23.06.2017;00:00;23.06.2017;01:30;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;179,5;286;269,25;TransnetBW;Amprion;Vorarlberger Illwerke AG
23.06.2017;00:00;23.06.2017;00:30;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;40;40;20;Amprion;TenneT DE & Amprion;Voelklingen HKV
23.06.2017;00:00;23.06.2017;00:30;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;50;50;25;Amprion;TenneT DE & Amprion;Scholven
23.06.2017;00:00;23.06.2017;00:30;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;40;40;20;Amprion;TenneT DE & Amprion;Herne
23.06.2017;00:00;23.06.2017;00:30;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;250;100;TenneT DE;TenneT DE & Amprion;Wilhelmshaven (Uniper)
23.06.2017;00:00;23.06.2017;02:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;167;239;TenneT DE;TenneT DE & Amprion;Wilhelmshaven (ENGIE)
23.06.2017;05:00;23.06.2017;17:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;667;1156;8000;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schwarze Pumpe
23.06.2017;05:00;23.06.2017;18:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;589;1270;7660;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Schwarze Pumpe
23.06.2017;05:00;23.06.2017;05:30;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;75;100;37,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Illwerke AG
23.06.2017;05:00;23.06.2017;12:30;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;187,33;200;1405;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2
23.06.2017;05:15;23.06.2017;14:15;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;243;394;2183;TenneT DE;TenneT DE & APG;Wilhelmshaven (ENGIE)
23.06.2017;05:15;23.06.2017;14:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;191;293;1672;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE)
23.06.2017;06:00;23.06.2017;08:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;500;500;1000;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH)
23.06.2017;06:00;23.06.2017;08:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;300;300;600;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
23.06.2017;06:00;23.06.2017;08:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;40;40;80;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau Block 2
23.06.2017;06:00;23.06.2017;08:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;51;70;102;TenneT DE;50Hertz & TenneT DE;SW Muenchen KW-Pool
23.06.2017;06:15;23.06.2017;11:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;265;714;TenneT DE;TenneT DE;Mehrum
23.06.2017;06:30;23.06.2017;11:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;225;250;1125;TenneT DE;TenneT DE;Grohnde
23.06.2017;08:00;23.06.2017;12:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;393,75;460;1575;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
23.06.2017;09:00;23.06.2017;11:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;400;50Hertz;TenneT DE;Moorburg
23.06.2017;10:00;23.06.2017;12:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;52,5;140;105;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau Block 2
23.06.2017;11:00;23.06.2017;12:15;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;70;70;87,5;TransnetBW;TransnetBW;Vorarlberger Illwerke AG
23.06.2017;11:00;23.06.2017;12:15;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;70;70;87,5;TransnetBW;TransnetBW;Pumpspeicherwerk Wehr RZ TNG
23.06.2017;11:00;23.06.2017;13:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;26;26;52;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland
23.06.2017;11:45;23.06.2017;12:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Illwerke AG
23.06.2017;12:00;23.06.2017;12:30;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;135;170;67,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Illwerke AG
23.06.2017;15:45;23.06.2017;18:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;277;460;622;TenneT DE;TenneT DE & APG;Wilhelmshaven (ENGIE)
23.06.2017;17:15;23.06.2017;21:45;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;138,89;170;625;Amprion;TenneT DE & Amprion;Herne
23.06.2017;18:00;23.06.2017;21:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;30;30;90;Amprion;TenneT DE & Amprion;Ensdorf
23.06.2017;18:00;23.06.2017;21:45;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;187;300;700;TenneT DE;TenneT DE & Amprion;Wilhelmshaven (ENGIE)
24.06.2017;06:00;25.06.2017;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;900;1920;16201;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Schkopau,Schwarze Pumpe
24.06.2017;09:00;24.06.2017;18:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;455;455;4095;Amprion;TenneT DE;Gundremmingen
24.06.2017;11:00;24.06.2017;16:00;RZ TransnetBW;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;90;90;450;TransnetBW;TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2
24.06.2017;11:00;24.06.2017;16:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;116,67;120;350;Amprion;TenneT DE;Niederaußem
24.06.2017;11:00;24.06.2017;18:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;282;380;1974;Amprion;TenneT DE;Neurath
24.06.2017;15:00;24.06.2017;16:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;40;40;40;Amprion;TenneT DE;Weisweiler
24.06.2017;15:00;24.06.2017;16:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;50;Amprion;TenneT DE;Weisweiler
24.06.2017;15:00;24.06.2017;16:00;Grenzregion RZ TenneT DE - RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;20;Amprion;TenneT DE;Emsland KKE
24.06.2017;20:00;25.06.2017;00:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;322;350;1288;TenneT DE;TenneT DE;Wilhelmshaven (Uniper)
24.06.2017;21:00;25.06.2017;00:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;292;300;875;TenneT DE;TenneT DE;Heyden
25.06.2017;00:00;25.06.2017;09:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;1800;TenneT DE;TenneT DE;Wilhelmshaven (Uniper)
25.06.2017;00:00;25.06.2017;09:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;201;250;1812;TenneT DE;TenneT DE;Heyden
25.06.2017;01:15;25.06.2017;09:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;4;4;31;TenneT DE;TenneT DE;Waldeck 5
25.06.2017;02:00;25.06.2017;11:15;RZ TransnetBW;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;90;90;832,5;TransnetBW;TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2
25.06.2017;06:00;25.06.2017;18:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;604;1300;7250;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schwarze Pumpe
25.06.2017;11:00;25.06.2017;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;400;50Hertz;50Hertz & TenneT DE;Boxberg,Jaenschwalde,Schwarze Pumpe
