BEGINN_DATUM;BEGINN_UHRZEIT;ENDE_DATUM;ENDE_UHRZEIT;NETZREGION;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE
20.11.2015;07:00;20.11.2015;12:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;217;400;1083;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
20.11.2015;07:15;20.11.2015;08:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;90;150;90;TenneT DE;TenneT DE;Gebersdorf 2
20.11.2015;07:45;20.11.2015;10:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;80;80;180;TenneT DE;TenneT DE;Frankfurt West 4
20.11.2015;07:45;20.11.2015;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;167;370;876;TenneT DE;50Hertz & TenneT DE;Irsching 4
20.11.2015;07:45;20.11.2015;11:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;54;60;175;TenneT DE;TenneT DE;Kirchlengern GT 1
20.11.2015;08:00;20.11.2015;09:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;55;55;82;TenneT DE;TenneT DE;Erzhausen 3
20.11.2015;08:15;20.11.2015;08:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;55;55;28;TenneT DE;TenneT DE;Erzhausen 4
20.11.2015;08:30;20.11.2015;10:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;113;150;170;TenneT DE;50Hertz & TenneT DE;Irsching 5
20.11.2015;08:45;20.11.2015;10:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;82;95;164;TenneT DE;TenneT DE;Irsching 5
20.11.2015;10:00;20.11.2015;10:45;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;70;140;52;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
20.11.2015;11:00;20.11.2015;12:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;150;TenneT DE;TenneT DE;Wilhelmshaven (EON)
20.11.2015;11:00;20.11.2015;12:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;150;TenneT DE;TenneT DE;Gebersdorf 2
20.11.2015;12:00;20.11.2015;13:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;239;290;418;TenneT DE;TenneT DE;Irsching 4
20.11.2015;17:00;20.11.2015;20:30;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;159;200;558;TenneT DE;50Hertz & TenneT DE;Irsching 5
20.11.2015;17:00;20.11.2015;18:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;80;80;80;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
20.11.2015;18:00;20.11.2015;20:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;135;140;270;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
20.11.2015;20:00;21.11.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;150;600;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
21.11.2015;00:00;21.11.2015;02:30;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;210;250;525;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe
21.11.2015;00:00;21.11.2015;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;225;250;450;50Hertz;50Hertz & TenneT DE;Lippendorf VE, Schkopau
21.11.2015;10:00;21.11.2015;18:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;313;400;2500;50Hertz;50Hertz & PSE;Jaenschwalde
21.11.2015;10:15;21.11.2015;14:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;562;TenneT DE;50Hertz & TenneT DE;Brokdorf
21.11.2015;11:00;21.11.2015;14:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;150;450;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
21.11.2015;16:45;21.11.2015;20:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;488;TenneT DE;50Hertz & TenneT DE;Brokdorf
21.11.2015;17:00;21.11.2015;20:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;150;450;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
21.11.2015;20:00;22.11.2015;00:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;800;Amprion;50Hertz;Kraftwerk Mainz Wiesbaden
21.11.2015;20:00;22.11.2015;00:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;800;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf
21.11.2015;21:00;22.11.2015;00:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;180;180;540;TenneT DE;TenneT DE;Staudinger 5
22.11.2015;00:00;22.11.2015;15:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;184;200;2760;TenneT DE;TenneT DE;Staudinger 5
22.11.2015;09:45;22.11.2015;14:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;212;290;1060;TenneT DE;TenneT DE;Brokdorf (EON)
22.11.2015;09:45;22.11.2015;14:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;10;50;TenneT DE;TenneT DE;Kiel
22.11.2015;09:45;22.11.2015;14:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;212;290;1060;TenneT DE;TenneT DE;Brokdorf
22.11.2015;09:45;22.11.2015;14:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;222;300;1110;TenneT DE;TenneT DE;Staudinger 5
22.11.2015;10:00;22.11.2015;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;600;50Hertz;50Hertz & TenneT DE;Moorburg, Schkopau
22.11.2015;10:00;22.11.2015;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;400;600;1200;50Hertz;50Hertz & TenneT DE;Lippendorf VE, Schkopau
22.11.2015;10:00;22.11.2015;19:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;318;575;2860;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
22.11.2015;10:15;22.11.2015;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;145;200;400;TenneT DE;50Hertz & TenneT DE;Brokdorf (EON)
22.11.2015;10:15;22.11.2015;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;145;200;400;TenneT DE;50Hertz & TenneT DE;Brokdorf
22.11.2015;11:00;22.11.2015;19:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;134;140;1070;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG 
22.11.2015;11:00;22.11.2015;14:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;120;120;360;TransnetBW;TenneT DE;Kraftwerk Walheim
22.11.2015;11:00;22.11.2015;14:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;65;65;195;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau 
22.11.2015;11:45;22.11.2015;13:15;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;83;100;125;Amprion;50Hertz & TenneT DE;Scholven
22.11.2015;11:45;22.11.2015;13:15;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;83;100;125;Amprion;50Hertz & TenneT DE;Scholven
22.11.2015;13:00;22.11.2015;14:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;700;700;700;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf VE, Schkopau
22.11.2015;13:00;22.11.2015;23:15;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;393;500;4026;TenneT DE;50Hertz & TenneT DE;Irsching 4
22.11.2015;14:00;22.11.2015;16:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;500;500;1000;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf VE
22.11.2015;14:00;23.11.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;349;370;3490;TenneT DE;50Hertz & TenneT DE;Brokdorf (EON)
22.11.2015;14:00;23.11.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;349;370;3490;TenneT DE;50Hertz & TenneT DE;Brokdorf
22.11.2015;14:00;22.11.2015;17:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;188;200;565;TenneT DE;50Hertz & TenneT DE;Staudinger 5
22.11.2015;15:00;22.11.2015;23:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;813;1600;6500;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Schwarze Pumpe
22.11.2015;15:00;22.11.2015;19:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;250;300;1000;TenneT DE;50Hertz & TenneT DE;Staudinger 5
22.11.2015;15:00;23.11.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;334;400;3002;TenneT DE;50Hertz & TenneT DE;Irsching 5
22.11.2015;15:30;22.11.2015;21:30;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;130;780;TenneT DE;50Hertz & TenneT DE;Kiel
22.11.2015;15:30;22.11.2015;22:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;174;250;1130;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
22.11.2015;15:30;22.11.2015;22:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;200;974;TenneT DE;50Hertz & TenneT DE;Gebersdorf 1
22.11.2015;15:30;22.11.2015;23:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;297;357;2375;TenneT DE;TenneT DE;Wilhelmshaven (GDF)
22.11.2015;16:00;22.11.2015;17:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;200;50Hertz;50Hertz & TenneT DE;Jaenschwalde, Lippendorf VE
22.11.2015;16:45;22.11.2015;22:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;338;367;1777;TenneT DE;TenneT DE;Wilhelmshaven (EON)
22.11.2015;17:00;22.11.2015;23:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;346;500;2250;TenneT DE;TenneT DE;Staudinger 5
22.11.2015;18:00;22.11.2015;23:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;140;150;700;TenneT DE;TenneT DE;Gebersdorf 2
22.11.2015;18:00;22.11.2015;21:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;350;TenneT DE;TenneT DE;Gebersdorf 1
22.11.2015;20:00;23.11.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;600;50Hertz;50Hertz & TenneT DE;Moorburg, Schkopau
22.11.2015;22:00;22.11.2015;23:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;100;TenneT DE;TenneT DE;Gebersdorf 1
22.11.2015;23:30;23.11.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;100;TenneT DE;50Hertz & TenneT DE;Staudinger 5
23.11.2015;00:00;23.11.2015;03:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;370;370;1110;TenneT DE;50Hertz & TenneT DE;Brokdorf (EON)
23.11.2015;00:00;23.11.2015;03:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;370;370;1110;TenneT DE;50Hertz & TenneT DE;Irsching 5
23.11.2015;10:30;23.11.2015;13:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;400;400;1000;50Hertz;50Hertz & PSE;Jaenschwalde
23.11.2015;13:00;23.11.2015;16:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;600;600;1800;50Hertz;50Hertz & PSE;Boxberg, Jaenschwalde
23.11.2015;16:00;23.11.2015;17:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;50Hertz & PSE;Jaenschwalde
23.11.2015;19:00;23.11.2015;20:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;50Hertz & PSE;Jaenschwalde
23.11.2015;20:00;23.11.2015;21:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;700;700;700;50Hertz;50Hertz & PSE;Boxberg, Jaenschwalde
23.11.2015;21:00;24.11.2015;00:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;593;600;1778;50Hertz;50Hertz & PSE;Boxberg, Jaenschwalde, Rostock
23.11.2015;21:45;23.11.2015;23:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;175;TenneT DE;TenneT DE;Wilhelmshaven (EON)
23.11.2015;21:45;24.11.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;225;TenneT DE;50Hertz & TenneT DE;Brokdorf (EON)
23.11.2015;22:00;24.11.2015;00:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;389;389;778;50Hertz;50Hertz & PSE;Boxberg, Schkopau, Schwarze Pumpe
23.11.2015;22:00;24.11.2015;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;175;200;350;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
24.11.2015;00:00;25.11.2015;00:00;RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;0;0;0;TransnetBW;TransnetBW;Vorarlberger Illwerke AG
24.11.2015;00:00;24.11.2015;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;210;210;420;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
24.11.2015;00:00;24.11.2015;08:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;125;200;500;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG
24.11.2015;00:00;24.11.2015;02:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;207;214;414;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Schkopau
24.11.2015;00:00;24.11.2015;06:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;648;800;3886;50Hertz;50Hertz & PSE;Jaenschwalde, Rostock, Schwarze Pumpe
24.11.2015;00:00;24.11.2015;01:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;125;200;125;TenneT DE;50Hertz & TenneT DE;Brokdorf (EON)
24.11.2015;01:00;24.11.2015;06:00;Ausland;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;1500;TenneT DE;Ausland;Brokdorf (EON)
24.11.2015;04:00;25.11.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1055;1407;21099;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Lippendorf VE
24.11.2015;04:00;24.11.2015;22:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;189;330;3409;TenneT DE;50Hertz & TenneT DE;Irsching 5
24.11.2015;05:00;24.11.2015;23:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;262;1020;4718;50Hertz;50Hertz & TenneT DE;Boxberg, Jaenschwalde, Schkopau, Schwarze Pumpe
24.11.2015;06:00;25.11.2015;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;270;300;1350;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
24.11.2015;06:00;24.11.2015;07:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;467;467;467;50Hertz;50Hertz & TenneT DE;Boxberg, Rostock
24.11.2015;06:00;24.11.2015;07:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;133;133;133;50Hertz;PSE;Jaenschwalde
24.11.2015;06:00;24.11.2015;22:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;394;400;6300;TenneT DE;50Hertz & TenneT DE;Brokdorf (EON)
24.11.2015;06:15;24.11.2015;22:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;253;567;4174;TenneT DE;TenneT DE;Wilhelmshaven (EON)
24.11.2015;06:15;24.11.2015;08:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;55;55;96;TenneT DE;TenneT DE;Erzhausen 4
24.11.2015;06:15;24.11.2015;08:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;55;55;96;TenneT DE;TenneT DE;Erzhausen 3
24.11.2015;06:30;24.11.2015;09:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;250;TenneT DE;TenneT DE;Kiel
24.11.2015;06:45;24.11.2015;22:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;365;500;1187,5;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
24.11.2015;06:45;24.11.2015;16:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;151;250;1438;TenneT DE;TenneT DE;Wilhelmshaven (GDF)
24.11.2015;07:00;24.11.2015;23:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;495;740;7935;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
24.11.2015;07:00;24.11.2015;08:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;700;700;700;50Hertz;50Hertz & TenneT DE;Boxberg, Goldisthal, Rostock
24.11.2015;07:00;24.11.2015;08:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;140;140;140;TenneT DE;50Hertz & TenneT DE;Irsching 5
24.11.2015;07:15;24.11.2015;14:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;152;290;1023;TenneT DE;TenneT DE;Irsching 5
24.11.2015;07:45;24.11.2015;16:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;213;250;1814;TenneT DE;TenneT DE;Wilhelmshaven (EON)
24.11.2015;08:00;24.11.2015;12:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1532;1700;6130;50Hertz;50Hertz & TenneT DE;Boxberg, Lippendorf VE, Rostock
24.11.2015;08:00;24.11.2015;09:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;60;60;60;TenneT DE;TenneT DE;Gebersdorf GT
24.11.2015;09:00;24.11.2015;17:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;609;1000;4874;50Hertz;50Hertz & PSE;Boxberg, Jaenschwalde, Lippendorf VE, Schwarze Pumpe
24.11.2015;09:00;24.11.2015;11:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;170;290;340;TenneT DE;50Hertz & TenneT DE;Irsching 5
24.11.2015;10:00;24.11.2015;12:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;335;444;670;50Hertz;50Hertz & PSE;Jaenschwalde, Lippendorf VE
24.11.2015;10:00;24.11.2015;14:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;243;360;972;TenneT DE;TenneT DE;Irsching 5
24.11.2015;10:15;24.11.2015;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;122;150;335;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
24.11.2015;11:30;24.11.2015;15:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;119;140;505;TenneT DE;TenneT DE;Mehrum
24.11.2015;12:00;24.11.2015;13:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;234;234;234;50Hertz;50Hertz & TenneT DE;Lippendorf VE
24.11.2015;12:00;24.11.2015;14:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1283;1300;2566;50Hertz;50Hertz & PSE;Lippendorf VE, Rostock
24.11.2015;12:00;24.11.2015;14:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;200;TenneT DE;TenneT DE;Wilhelmshaven (GDF)
24.11.2015;13:00;24.11.2015;15:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;150;300;TenneT DE;TenneT DE;Gebersdorf 2
24.11.2015;13:15;24.11.2015;20:45;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;191;284;1431;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Staudinger 4
24.11.2015;13:45;24.11.2015;21:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;65;70;474;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Irsching 3
24.11.2015;14:00;24.11.2015;17:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1339;1400;4018;50Hertz;50Hertz & PSE;Jaenschwalde, Lippendorf VE, Rostock
24.11.2015;15:00;24.11.2015;16:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;100;TenneT DE;TenneT DE;Irsching 5
24.11.2015;15:00;24.11.2015;20:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;82;242;429;TenneT DE;TenneT DE;Reservekraftwerk Irsching 3
24.11.2015;16:00;24.11.2015;20:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;268;400;1275;TenneT DE;TenneT DE;Wilhelmshaven (GDF)
24.11.2015;16:45;24.11.2015;20:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;220;300;825;TenneT DE;TenneT DE;Reservekraftwerk Staudinger 4
24.11.2015;17:00;24.11.2015;20:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;612;800;1837;50Hertz;50Hertz & PSE;Jaenschwalde, Lippendorf VE
24.11.2015;17:00;24.11.2015;20:00;Grenzregion RZ 50Hertz - RZ PSE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1012;1200;3037;50Hertz;50Hertz & PSE;Boxberg, Jaenschwalde, Lippendorf VE, Rostock, Schwarze Pumpe
24.11.2015;17:15;25.11.2015;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;262;565;1768;TenneT DE;TenneT DE;Brokdorf (EON)
24.11.2015;17:45;24.11.2015;19:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;83;100;125;TenneT DE;TenneT DE;Reservekraftwerk Irsching 3
24.11.2015;19:00;24.11.2015;21:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;400;TenneT DE;TenneT DE;Wilhelmshaven (EON)
24.11.2015;19:00;24.11.2015;21:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;200;TenneT DE;TenneT DE;Irsching 5
24.11.2015;19:00;24.11.2015;21:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;200;TenneT DE;TenneT DE;Wilhelmshaven (GDF)
